,address_line1,city,food_type,food_type1,location,number_of_reviews,restaurant_name,review_score
482,Pepsi Road,Eastern_Province,"  , American", American,"Pepsi Road, Al Khobar 21453 Saudi Arabia",1, Helens Bakery,4.0
483,Feras AlNadher,Eastern_Province,"  , Lebanese, Mediterranean, Arabic", Lebanese,"Feras AlNadher,, Al Khobar Saudi Arabia",5, Fatte W Snobar,3.0
484,7th Street Corniche Road,Eastern_Province,", French", French,"7th Street Corniche Road, Al Khobar 31952 Saudi Arabia",1, Vanilla Patisserie - Al Khobar,4.0
485,Riyadh Road,Eastern_Province,Restaurants,Restaurants,"Riyadh Road, Al Qatif 32617 Saudi Arabia",3, Zahrat Alzaiton,3.5
486,P Faisal Bin Fahad ST Pepsi Rd,Eastern_Province,"  , Middle Eastern", Middle Eastern,"P Faisal Bin Fahad ST Pepsi Rd, Al Khobar Saudi Arabia",1, Jibney's,4.0
488,Alqasim Alkhawarizmi St Carlton Al Moaibed Hotel,Eastern_Province,Mexican,Mexican,"Alqasim Alkhawarizmi St Carlton Al Moaibed Hotel, Al Khobar 31952 Saudi Arabia",1, La Fiesta Mexicana,4.0
489,King khalid street,Eastern_Province,Indian,Indian,"King khalid street, Dammam Saudi Arabia",4, Madina Restaurant,3.0
490,King Fahd Road al Khobar 2nd Floor Lulu Hypermarket,Eastern_Province,"  , Indian, Chinese", Indian,"King Fahd Road al Khobar 2nd Floor Lulu Hypermarket, Al Khobar 34611 Saudi Arabia",7, India Garden Restaurant,3.0
491,Prince Hamoud Street Al aqrabiyah,Eastern_Province,"  , Mediterranean, Lebanese, Middle Eastern", Mediterranean,"Prince Hamoud Street Al aqrabiyah, Al Khobar 31952 Saudi Arabia",9, Ziryab,3.0
492,Corniche St,Eastern_Province,", Italian, European", Italian,"Corniche St, Al Khobar Saudi Arabia",11, Ciro's Pomodoro,3.0
494,Makkah St.,Eastern_Province,Restaurants,Restaurants,"Makkah St., Dammam Saudi Arabia",4, Amigo,3.5
495,Khaled Ibn Al Walid Street,Eastern_Province,", Pizza", Pizza,"Khaled Ibn Al Walid Street, Al Khobar Saudi Arabia",5," Pizza Hut Rakkah,",3.0
496,3702 Khaleej Rd,Eastern_Province,"  , Chinese", Chinese,"3702 Khaleej Rd,, Dammam 32422 Saudi Arabia",10, Chinese and Grill,3.0
497,Prince Nasser Cross -A- Street,Eastern_Province,"Filipino, Seafood, Asian, Grill", Seafood,"Prince Nasser Cross -A- Street, Al Khobar Saudi Arabia",3, Boiling Pot Restaurant,3.0
498,King Abdulaziz Road,Eastern_Province,"Turkish, Arabic", Arabic,"King Abdulaziz Road, Hafar Al-Batin Saudi Arabia",2, Shawarma Pie,3.0
499,Al Hofuf,Eastern_Province,", American, Native American, Eastern European", American,"Al Hofuf, Al Ahsa 36362 Saudi Arabia",2, Waka Waka,3.5
500,Riyadh Road,Eastern_Province,Restaurants,Restaurants,"Riyadh Road, Al Hofuf, Al Ahsa Saudi Arabia",1, McDonalds,3.0
501,Dhahran Street,Eastern_Province,"Mexican, American, Arabic", American,"Dhahran Street, Al Hofuf, Al Ahsa Saudi Arabia",1, Grill House,3.0
502,Dhahran Rd Ahssa Downtown,Eastern_Province,"  , Italian, Indian", Italian,"Dhahran Rd Ahssa Downtown, Al Ahsa 36341 Saudi Arabia",1, Rosso Lounge,3.0
503,Al Jubail 35514 Saudi Arabia,Eastern_Province,Arabic,Arabic,Al Jubail 35514 Saudi Arabia,1, Qila Of Rice,3.0
504,2nd Industrial City Mall neighborhood Housing,Eastern_Province,Restaurants,Restaurants,"2nd Industrial City Mall neighborhood Housing, Dammam 34334 Saudi Arabia",1, Golden Oven Bokhari Restaurant,3.0
505,67th Street,Eastern_Province,"  , Italian", Italian,"67th Street, Makkah Road, Dammam 34334 Saudi Arabia",1, Bocca Buona,3.0
506,9103 Umar Ibn Al Khattab Street ‏Al Faysaliyah,Eastern_Province,Seafood,Seafood,"9103 Umar Ibn Al Khattab Street ‏Al Faysaliyah, Dammam 32271 Saudi Arabia",1, Freij Abu Issa Seafood,3.0
507,Al Faisaliah,Eastern_Province,", Arabic", Arabic,"Al Faisaliah, 3873 Omar Bin Al Khattab, Dammam 32272 Saudi Arabia",1, Al Hatab Bakery,3.0
508,8402-34426-3289 22 Street,Eastern_Province,Restaurants,Restaurants,"8402-34426-3289 22 Street, Al Khobar Saudi Arabia",1, Meezan Restaurant Malaysian Kitchen,3.0
509,Abdulrahman Ibn Muath Street,Eastern_Province,", American", American,"Abdulrahman Ibn Muath Street, Al Khobar 34714 Saudi Arabia",1, The Coffeze,3.0
510,Al Taawun,Eastern_Province,Restaurants,Restaurants,"Al Taawun,, Al Khobar Saudi Arabia",1, Janadriyah Hookah Lounge,3.0
511,Prince Bandar Street - Cross 17,Eastern_Province,Restaurants,Restaurants,"Prince Bandar Street - Cross 17, Al Khobar 31952 Saudi Arabia",1, Golden Fire Restaurant,3.0
512,Yanbu Street,Eastern_Province,Indian,Indian,"Yanbu Street, Al Khobar 34623 Saudi Arabia",1, Spices Village Restaurant,3.0
513,Dharan Mall,Eastern_Province,  ,Restaurants,"Dharan Mall, Al Khobar Saudi Arabia",13, Papparoti Cafe,3.0
514,Qutaibah bin Saad,Eastern_Province,International,International,"Qutaibah bin Saad, Safwa 31921 Saudi Arabia",4, Awafi Restaurant,4.5
515,Mohammadiya,Eastern_Province,Indian,Restaurants,"Mohammadiya, Near Hayat Plaza, opp. Ramez Company for Shopping Off Price Nayef Bin Abdulaziz Rd, Dammam 31422 Saudi Arabia",3, Ruchi Indian Restaurant,4.5
516,Ebn 7_aldon,Eastern_Province,", American, Fast Food, Halal", American,"Ebn 7_aldon, Dammam Saudi Arabia",62, KFC,3.0
517,Prince Talal Bin Abdulaziz Street,Eastern_Province,Restaurants,Restaurants,"Prince Talal Bin Abdulaziz Street, Al Hofuf, Al Ahsa 36361 Saudi Arabia",1, Joffrey's Cafe,2.0
518,Al Imam Ali Ibn Abi Talib Road,Eastern_Province,"  , Pizza", Pizza,"Al Imam Ali Ibn Abi Talib Road, Safwa Saudi Arabia",3, Pizza Hut Safwa,2.5
519,Mubarraz,Eastern_Province,Restaurants,Restaurants,"Mubarraz, Al Hofuf, Al Ahsa Saudi Arabia",3, Al Tazaj,2.5
520,Prince Faisal Bin Fahd Road Mall of Dhahran,Eastern_Province,"  , Japanese, Sushi, Asian", Japanese,"Prince Faisal Bin Fahd Road Mall of Dhahran, Ground Floor,  Doha Al Janubiyah, Dhahran 34457 Saudi Arabia",27, Yo Sushi,3.0
521,Highlights info row image Alkhaleej Road,Eastern_Province,"  , Indian, Seafood, Eastern European", Indian,"Highlights info row image Alkhaleej Road,, Dammam Saudi Arabia",3, Bait Alrobyan,4.5
522,6804 Prince Sultan bin Abdulaziz,Eastern_Province,Indian,Indian,"6804 Prince Sultan bin Abdulaziz, Rabwah, Hafar Al-Batin 4449 3995, Saudi Arabia",1, Chef Johnny Restaurant,2.0
523,Prince Turkey Street 9TH Street,Eastern_Province,Restaurants,Restaurants,"Prince Turkey Street 9TH Street, Al Khobar Saudi Arabia",3, Iburger Khobar,2.5
524,2475 Prince Faisal Bin Fahd Road Al Hada 6583,Eastern_Province,"Korean, Chinese, Japanese, Barbecue", Chinese,"2475 Prince Faisal Bin Fahd Road Al Hada 6583, Al Khobar 34439 Saudi Arabia",7, Marinade Restaurant,4.0
525,6083 Unit 6,Eastern_Province,"Japanese, Japanese Fusion", Japanese Fusion,"6083 Unit 6, Al Wahah, Uhud Rd Bld, Al Qatif 2220 Saudi Arabia",2, Izumi,5.0
526,King Salman bin Abdulaziz rd,Eastern_Province,"American, Steakhouse, International, Native American", Steakhouse,"King Salman bin Abdulaziz rd, Al Khobar Saudi Arabia",1, Wayward Burgers,1.0
527,Al Raka Street,Eastern_Province,"Mexican, American, European, Portuguese", American,"Al Raka Street, Al Khobar Saudi Arabia",1, Chic 'n' Dip,1.0
528,Prince Naif Street,Eastern_Province,"  , Indian, Thai, Arabic", Indian,"Prince Naif Street, Al Ahsa 31982 Saudi Arabia",6, Lulu Aljazeera Restaurant,3.0
529,10th King Saud Street Al Khobar Al Shamalia,Eastern_Province,", Cafe", Cafe,"10th King Saud Street Al Khobar Al Shamalia, Al Khobar 34427 Saudi Arabia",2, Three Seeds Coffee Roasters,4.5
530,Al Andalus Plaza,Eastern_Province,Italian,Restaurants,"Al Andalus Plaza, Othaim Mall, Dammam Saudi Arabia",1, Roma Way,5.0
531,Al Mallik Mecca Street Jubail City Center,Eastern_Province,Restaurants,Restaurants,"Al Mallik Mecca Street Jubail City Center, Near Jubail Dawah Center, Between Jubail Center and Internation Market, Al Jubail 35514 Saudi Arabia",4, Mughal Darbar Restaurant,3.5
532,9th Cross,Eastern_Province,"  , Chinese, Asian", Chinese,"9th Cross, Al Khobar Saudi Arabia",13, China Town,2.5
533,Abdullah Bin Al Harith St. Shati Area - Near Qatif City Mall,Eastern_Province,"Italian, Japanese, Cafe", Japanese,"Abdullah Bin Al Harith St. Shati Area - Near Qatif City Mall, Al Qatif 32619 Saudi Arabia",1, Almoltaqa Alazraq Cafe & Restaurant,1.0
534,Prince Metib street,Eastern_Province,"  , Chinese, Indian, Seafood", Chinese,"Prince Metib street, Al Jubail 355142332 Saudi Arabia",18, RoyalDine,4.0
535,Prince Talal St Al Shamalia,Eastern_Province,Indian,Indian,"Prince Talal St Al Shamalia, Al Khobar 34425 Saudi Arabia",3, Al Kabsh,2.5
536,20th Street,Eastern_Province,", Middle Eastern", Middle Eastern,"20th Street, Al Khobar Saudi Arabia",1, Abu Hilal Restaurant,5.0
537,Prince Turkey Street Al Khobar Corniche,Eastern_Province,Restaurants,Restaurants,"Prince Turkey Street Al Khobar Corniche, Al Khobar 34427 Saudi Arabia",5, Popeyes Louisiana Kitchen,2.0
538,Prince Mohamed Ibn Fahd Beside AWAL Bank - Alqusur District,Eastern_Province,"American, Fast Food, Native American, South American", Fast Food,"Prince Mohamed Ibn Fahd Beside AWAL Bank - Alqusur District, Dhahran 34247 Saudi Arabia",4, Just Fresh Burger,4.0
539,Corniche Road,Eastern_Province,"Chinese, Indian, Asian, Middle Eastern", Indian,"Corniche Road, Al Khobar 34611 Saudi Arabia",6, Asian Tanouri Restaurant,4.5
540,2 street Khobar north Near Al Shifa Khobar Polyclinic,Eastern_Province,"  , Chinese, Indian, Middle Eastern", Chinese,"2 street Khobar north Near Al Shifa Khobar Polyclinic, Al Khobar 31942 Saudi Arabia",2, Mehfil Restaurant,1.0
541,Al Wajeha Rd,Eastern_Province,", Cafe", Cafe,"Al Wajeha Rd, Fanateer, Al Jubayl 35814, Al Jubail Saudi Arabia",2, Methods Coffee Shop,3.0
542,Prince Faisal Bin Fahed Mall of Dhahran,Eastern_Province,"Italian, Cafe, International, Soups", Cafe,"Prince Faisal Bin Fahed Mall of Dhahran, Al Khobar Saudi Arabia",3, Pink Cafe,4.5
543,Prince Musaad North khobar,Eastern_Province,", Cafe", Cafe,"Prince Musaad North khobar, Al Khobar 31952 Saudi Arabia",0, Sensations Coffee & Co,0.0
544,Al Fadhliyah,Eastern_Province,", French, Arabic", French,"Al Fadhliyah, Othmann bin Ali bin Abi Talib streat , Infront of, King faisal hospital, Al Hofuf, Al Ahsa Saudi Arabia",0, Sikka Crepe,0.0
545,Ohud street,Eastern_Province,", Italian, American, Middle Eastern", Italian,"Ohud street, Al Qatif Saudi Arabia",0, FrozenCups Yogurt & Cafe,0.0
546,Prince Turki Street,Eastern_Province,"African, Bar, Cafe, Contemporary", Bar,"Prince Turki Street, Al Khobar Saudi Arabia",0, Chemistry Coffee,0.0
547,Dahran Street,Eastern_Province,"Cafe, Deli", Deli,"Dahran Street, Al Ahsa Saudi Arabia",0, Crepe Roll,0.0
549,King Abdullah Road,Eastern_Province,", Brazilian, African, Middle Eastern", Brazilian,"King Abdullah Road, Al Hofuf, Al Ahsa 6501 Saudi Arabia",0, The Degree,0.0
550,8017 Al Mazruiyyah.,Eastern_Province,"  , International", International,"8017 Al Mazruiyyah., Al Hofuf, Al Ahsa 36362 Saudi Arabia",0, Heilbronn Restaurant and Cafe,0.0
552,Prince Talal Street,Eastern_Province,"  , Italian", Italian,"Prince Talal Street, Al Hofuf, Al Ahsa 31982 Saudi Arabia",0, Cafe Boutiques,0.0
553,Al Hofuf,Eastern_Province,"Indian, Middle Eastern, Arabic", Middle Eastern,"Al Hofuf, Al Ahsa Saudi Arabia",0, Asiana Restaurant,0.0
555,King Abdullah Road,Eastern_Province,", Belgian, Swiss, Cafe", Belgian,"King Abdullah Road, Al Hofuf, Al Ahsa 36365 Saudi Arabia",0,  Degree Specialty Coffee,0.0
558,Khaleej Rd,Eastern_Province,", American, African, South American", American,"Khaleej Rd, Saihat 32451 Saudi Arabia",0, Misto Specialty Coffee,0.0
560,6552 Khaleej Road,Eastern_Province,", Cafe", Cafe,"6552 Khaleej Road, Saihat Saudi Arabia",0, Dejavu Speciality Coffee,0.0
561,4723 King Abdulaziz Rd,Eastern_Province,"  , Italian, French, American", Italian,"4723 King Abdulaziz Rd, Al Firdaws, 7402, Saihat 32434 Saudi Arabia",0, New Flavor,0.0
562,Route 615,Eastern_Province,"American, Arabic", Arabic,"Route 615, Salwa 36621 Saudi Arabia",0," Salwa, Saudi Arabia",0.0
563,Al Jawhara,Eastern_Province,", Fast Food, Middle Eastern, Eastern European", Fast Food,"Al Jawhara,, Al Khafji 31971 Saudi Arabia",0, G Burger,0.0
564,Firas Ibn Al Nudur Street Al Rashid Mall,Eastern_Province,"American, Steakhouse, Fast Food", Steakhouse,"Firas Ibn Al Nudur Street Al Rashid Mall, Dhahran Saudi Arabia",0, Foodruckers,0.0
565,Food Court Mall Of Dharhan,Eastern_Province,"Lebanese, Seafood, Fast Food, Mediterranean", Seafood,"Food Court Mall Of Dharhan, Dhahran Saudi Arabia",0, Siadiat Almuhtarif,0.0
566,Prince Mohammed Bin Fahd Branch Rd,Eastern_Province,"Italian, Seafood, International, Eastern European", Seafood,"Prince Mohammed Bin Fahd Branch Rd, Al Qusur, Dhahran, Dhahran Saudi Arabia",0, ChillinG Moment,0.0
567,Mall of Dhahran Boulevard,Eastern_Province,"  , Arabic", Arabic,"Mall of Dhahran Boulevard, Dhahran 34457 Saudi Arabia",0, Operation Falafel,0.0
569,67th Street,Eastern_Province,"  , International", International,"67th Street, Makkah Road, Dammam 34334 Saudi Arabia",0, Modon Cafe,0.0
570,Alqasim Alkhawarizmi St,Eastern_Province,"Mexican, Latin, Spanish, South American", Latin,"Alqasim Alkhawarizmi St, Al Rakah Ash Shamaliyah, Dammam 34225 Saudi Arabia",0, La Comida,0.0
576,Omar Bin Alkattab,Eastern_Province,"Barbecue, Middle Eastern, Arabic", Middle Eastern,"Omar Bin Alkattab, Dammam Saudi Arabia",0, Aldeek Alromie,0.0
578,KIng Fahad Road,Eastern_Province,"  , Italian, Indian, Asian", Italian,"KIng Fahad Road, Industrial 1 Dammam 32234, Dammam 39491 Saudi Arabia",0, Hospitality - Fine Dining Division of Algosaibi Services,0.0
580,Al Imam Ali Ibn Abi Talib St,Eastern_Province,"  , American, Steakhouse, International", American,"Al Imam Ali Ibn Abi Talib St, Dammam 32256 Saudi Arabia",0, Journey Restaurant,0.0
584,605,Eastern_Province,", Indian, Belgian, Fast Food", Indian,"605, Al Faysaliyah, Dammam 32272 Saudi Arabia",0, Curry n' Hurry,0.0
586,Shop 1100,Eastern_Province,", Indian, Asian, Contemporary", Indian,"Shop 1100, Departure Level _ Check-in Hall, King Fahd International Airport, Dammam 31471 Saudi Arabia",0, Root,0.0
587,7429 Al Imam Ali Ibn Abi Talib,Eastern_Province,"Fast Food, Diner", Diner,"7429 Al Imam Ali Ibn Abi Talib, Al Qatif 32662 Saudi Arabia",0, Green Sandwich,0.0
590,Fatah Street Al khamisah,Eastern_Province,"Italian, Pizza", Pizza,"Fatah Street Al khamisah, Al Qatif 32633 Saudi Arabia",0, Mozzafiato Pizzeria,0.0
591,7298 Hassan Ibn Thabit Street,Eastern_Province,"  , Grill, Middle Eastern, Arabic", Grill,"7298 Hassan Ibn Thabit Street,, Al Qatif Saudi Arabia",0, Abu Mustafa Grill,0.0
592,King Fahd Road Staybridge Suites Al Khobar,Eastern_Province,"  , American", American,"King Fahd Road Staybridge Suites Al Khobar, Al Khobar 77065 Saudi Arabia",0, The Gathering Table,0.0
593,Right next to Creole in the same complex between Outback and Red Lobster,Eastern_Province,"  , Mexican", Mexican,"Right next to Creole in the same complex between Outback and Red Lobster, Al Khobar 34414 Saudi Arabia",0, FireGrill,0.0
597,6th Street,Eastern_Province,"Asian, Indonesian", Indonesian,"6th Street, Prince Sultan Cross, Al Khobar 34427 Saudi Arabia",0, Indonesia,0.0
598,King Khaled st Cross 27,Eastern_Province,", Belgian, European", Belgian,"King Khaled st Cross 27, Al Khobar Saudi Arabia",0, Nouveauwaffle,0.0
600,Prince Mohammed Bin Fahd Road,Eastern_Province,", International, Arabic", International,"Prince Mohammed Bin Fahd Road, Al Khobar Saudi Arabia",0, Majlis Cafe,0.0
601,Green Belt,Eastern_Province,", American, Arabic", American,"Green Belt, Al Khobar 34436 Saudi Arabia",0, Offside Juice,0.0
603,3446 9th Street,Eastern_Province,", Indian, Grill, Middle Eastern", Indian,"3446 9th Street,, Al Khobar 34427 Saudi Arabia",0, Al-Lail Restaurant,0.0
605,30th Street,Eastern_Province,", Pizza", Pizza,"30th Street, Al Khobar Saudi Arabia",0, Pizza Hut Thoqbah,0.0
606,8386 Ring Rd,Eastern_Province,"  , International, Contemporary", International,"8386 Ring Rd, Gharb Al Dhahran, Az Zahran 34461 Gharb Al Dhahran, Az Zahran 34461, Al Khobar 34464 Saudi Arabia",0, Ewan Restaurant,0.0
607,King Abdullah Street 7 King Abdullah Street ,Eastern_Province,"Middle Eastern, Pakistani", Pakistani,"King Abdullah Street 7 King Abdullah Street ,7th cross ,AL KHOBAR, Al Khobar Saudi Arabia",0, shehzada restaurnat,0.0
608,Ziad Bin Alkhatab Street Olaya,Eastern_Province,"Indian, Fast Food, Fusion", Fast Food,"Ziad Bin Alkhatab Street Olaya, Al Khobar 34447 Saudi Arabia",0, Namaste Dost,0.0
609,Prince Faisal Bin Fahd Road ,Eastern_Province,", Chinese, Fast Food, Asian", Chinese,"Prince Faisal Bin Fahd Road , Khobar Same restaurant as Burrito Loco, Al Khobar Saudi Arabia",0, Noodle Wok,0.0
610,Khaled Ibn Al Walid Street,Eastern_Province,", Turkish, Middle Eastern, Afghani", Turkish,"Khaled Ibn Al Walid Street, Al Khobar Saudi Arabia",0, The Green Bukhari Restaurant,0.0
612,Prin,Eastern_Province,", Cafe", Cafe,"Prin, Al Khobar Saudi Arabia",0,  Degrees - Sixtyfivedegrees,0.0
613,Prince Bandar st 26 Cross,Eastern_Province,", Cafe", Cafe,"Prince Bandar st 26 Cross, Al Khobar Saudi Arabia",0, ° - Sixty Five Degrees Cafe,0.0
618,Prince Faisal Bin Fahad Rode,Eastern_Province,"Cafe, Healthy, Arabic", Healthy,"Prince Faisal Bin Fahad Rode, Al Khobar Saudi Arabia",0, Smoothie Factory,0.0
619,Corniche Road,Eastern_Province,"  , French, American, Middle Eastern", French,"Corniche Road,, Al Khobar Saudi Arabia",0, Chocolate Lounge,0.0
622,Corniche,Eastern_Province,"  , Lebanese, Mediterranean, Barbecue", Lebanese,"Corniche, Al Khobar 34614 Saudi Arabia",0, Enab Wteen Restaurant,0.0
623,Prince Sultan Road Al Jawharah,Eastern_Province,"Italian, Middle Eastern, Arabic", Middle Eastern,"Prince Sultan Road Al Jawharah, Al Khobar 34434 Saudi Arabia",0, Mrgrill,0.0
625,Prince MIshal Street Cross 11,Eastern_Province,", Italian, Lebanese, Mediterranean", Italian,"Prince MIshal Street Cross 11, Al Khobar 34428 Saudi Arabia",0, Jouri Restaurant & Cafe,0.0
626,Al Jazirah St 7939 Al Jazirah St,Eastern_Province,"American, Cafe", Cafe,"Al Jazirah St 7939 Al Jazirah St, Al Qatif 32637, Al Khobar Saudi Arabia",0, Time Out Cafe,0.0
628,Makkah 11 thuqba alkhobar Near koofa brosted,Eastern_Province,", Chinese", Chinese,"Makkah 11 thuqba alkhobar Near koofa brosted, Al Khobar Saudi Arabia",0, Thakkaaram Indian Restaurant,0.0
633,North Corniche Road,Jeddah,"  , Indian, Asian, Vegetarian Friendly", Indian,"North Corniche Road,, Jeddah 236132861 Saudi Arabia",194,Ginger Leaf,5.0
634,North Corniche Road in Qasr Al Sharq Hotel,Jeddah,", Italian, Mediterranean, European", Italian,"North Corniche Road in Qasr Al Sharq Hotel, Jeddah 21462 Saudi Arabia",182, Aromi,4.5
635,North Corniche Road Waldorf Astoria Jeddah Qasr Al Sharq,Jeddah,", Lebanese, Middle Eastern, Mediterranean", Lebanese,"North Corniche Road Waldorf Astoria Jeddah Qasr Al Sharq, Jeddah 21462 Saudi Arabia",139, Mataam Al Sharq,5.0
636,Al Cornich Road Crowne Plaza Jeddah Hotel,Jeddah,", Japanese, Sushi, Asian", Japanese,"Al Cornich Road Crowne Plaza Jeddah Hotel, Jeddah 21443 Saudi Arabia",508, Sakura Japanese Restaurant,4.5
637,Al Zahra Dist - Hera Road West Thariq Round near Jasmine malls,Jeddah,"  , Vegetarian Friendly, Halal, Gluten Free Options", Vegetarian Friendly,"Al Zahra Dist - Hera Road West Thariq Round near Jasmine malls, Jeddah Saudi Arabia",235, Juice World,4.5
638,3127 Al Kayyal Street,Jeddah,"  , French, International, Fusion", French,"3127 Al Kayyal Street, Unit 3 and 4, Jeddah 23433 Saudi Arabia",43, Brioche,4.0
639,Al Hamra Street,Jeddah,", Lebanese, Mediterranean, Middle Eastern", Lebanese,"Al Hamra Street, Jeddah 21411 Saudi Arabia",430,Byblos Restaurant Jeddah,4.5
640,Prince Mohammed Bin Abdulaziz,Jeddah,"  , American, Steakhouse, Halal", American,"Prince Mohammed Bin Abdulaziz, Jeddah Saudi Arabia",281, Texas Roadhouse,4.5
641,Prince Sultan Street Junction with Hera Street,Jeddah,"  , Barbecue, Turkish, Middle Eastern", Barbecue,"Prince Sultan Street Junction with Hera Street, Jeddah Saudi Arabia",406, Khayal Restaurant,4.5
642,King Road,Jeddah,"  , American, Vegetarian Friendly, Vegan Options", American,"King Road, Jeddah 41462 Saudi Arabia",285, Fuddruckers,4.0
643,Etoile Mall,Jeddah,"  , Italian, Pizza, European", Italian,"Etoile Mall, Al-Malik Rd Al-Zahrah Dist, Jeddah Saudi Arabia",391, Piatto,4.0
644,Corniche Road Al Hamraa' Commercial Center,Jeddah,"  , Cafe, Mediterranean, International", Cafe,"Corniche Road Al Hamraa' Commercial Center, Jeddah 21412 Saudi Arabia",182, Caffe Aroma Ksa,4.0
645,2174 Corniche Road Shatie District-Rosewood Jeddah,Jeddah,", Japanese, Seafood, Sushi", Japanese,"2174 Corniche Road Shatie District-Rosewood Jeddah, Jeddah 21572 Saudi Arabia",94, Ginza I Chome,5.0
646,Al-Andalus Street,Jeddah,"  , American, Central American, Vegetarian Friendly", American,"Al-Andalus Street, Jeddah 123456 Saudi Arabia",268, Chilli's,4.0
